"","Month","Year","LocalityName","Region","Years_Since_Exclosure","Composite_Albedo_Diff","Species","Albedo_Diff"
"1595.1",11,2012,"verdal_2vb","trondelag",4,-0.00411121186690364,"Birch",-0.00209458126304035
"1595.2",11,2012,"verdal_2vb","trondelag",4,-0.00411121186690364,"Pine",-5.13263686561516e-05
"1596",12,2012,"verdal_2vb","trondelag",4,-0.00643620570489514,"Spruce",0.00100333679715855
"1596.1",12,2012,"verdal_2vb","trondelag",4,-0.00643620570489514,"Birch",-0.00210655468872145
"1596.2",12,2012,"verdal_2vb","trondelag",4,-0.00643620570489514,"Pine",-5.18769221354853e-05
"1597",1,2015,"didrik_holmsen","hedmark",5,-0.00393723135638513,"Spruce",-0.00467323295739819
"1597.1",1,2015,"didrik_holmsen","hedmark",5,-0.00393723135638513,"Birch",-0.00105070942064045
"1597.2",1,2015,"didrik_holmsen","hedmark",5,-0.00393723135638513,"Pine",0.000941579545585269
"1598",2,2015,"didrik_holmsen","hedmark",5,-0.0182356787425475,"Spruce",-0.00548433593904141
"1598.1",2,2015,"didrik_holmsen","hedmark",5,-0.0182356787425475,"Birch",-0.00117283855441508
"1598.2",2,2015,"didrik_holmsen","hedmark",5,-0.0182356787425475,"Pine",0.0010930494035396
"1599",3,2015,"didrik_holmsen","hedmark",5,-0.000582263543357303,"Spruce",-0.00307005086494977
"1599.1",3,2015,"didrik_holmsen","hedmark",5,-0.000582263543357303,"Birch",-0.000847826909045141
"1599.2",3,2015,"didrik_holmsen","hedmark",5,-0.000582263543357303,"Pine",0.000663749737226771
"1600",4,2015,"didrik_holmsen","hedmark",5,-0.00266382261015979,"Spruce",-0.00265790261580034
"1600.1",4,2015,"didrik_holmsen","hedmark",5,-0.00266382261015979,"Birch",-0.000801632903331073
"1600.2",4,2015,"didrik_holmsen","hedmark",5,-0.00266382261015979,"Pine",0.000595918348814117
"1601",5,2015,"didrik_holmsen","hedmark",5,-0.00266377924370742,"Spruce",-0.00265790261580029
"1601.1",5,2015,"didrik_holmsen","hedmark",5,-0.00266377924370742,"Birch",-0.000801632903331073
"1601.2",5,2015,"didrik_holmsen","hedmark",5,-0.00266377924370742,"Pine",0.00059591834881409
"1602",6,2015,"didrik_holmsen","hedmark",5,-0.00266377781246532,"Spruce",-0.00265790261580029
"1602.1",6,2015,"didrik_holmsen","hedmark",5,-0.00266377781246532,"Birch",-0.000801632903331073
"1602.2",6,2015,"didrik_holmsen","hedmark",5,-0.00266377781246532,"Pine",0.00059591834881409
"1603",7,2015,"didrik_holmsen","hedmark",5,-0.00266377781234153,"Spruce",-0.00265790261580029
"1603.1",7,2015,"didrik_holmsen","hedmark",5,-0.00266377781234153,"Birch",-0.000801632903331073
"1603.2",7,2015,"didrik_holmsen","hedmark",5,-0.00266377781234153,"Pine",0.00059591834881409
"1604",8,2015,"didrik_holmsen","hedmark",5,-0.00266377781234142,"Spruce",-0.00265790261580034
"1604.1",8,2015,"didrik_holmsen","hedmark",5,-0.00266377781234142,"Birch",-0.000801632903331073
"1604.2",8,2015,"didrik_holmsen","hedmark",5,-0.00266377781234142,"Pine",0.000595918348814117
"1605",9,2015,"didrik_holmsen","hedmark",5,-0.00266377781466134,"Spruce",-0.00265790261580032
"1605.1",9,2015,"didrik_holmsen","hedmark",5,-0.00266377781466134,"Birch",-0.000801632903331073
"1605.2",9,2015,"didrik_holmsen","hedmark",5,-0.00266377781466134,"Pine",0.00059591834881409
"1606",10,2015,"didrik_holmsen","hedmark",5,-0.00266379608338216,"Spruce",-0.00265790261580032
"1606.1",10,2015,"didrik_holmsen","hedmark",5,-0.00266379608338216,"Birch",-0.000801632903331073
"1606.2",10,2015,"didrik_holmsen","hedmark",5,-0.00266379608338216,"Pine",0.00059591834881409
"1607",11,2015,"didrik_holmsen","hedmark",5,-0.00245028195866942,"Spruce",-0.00269395375985415
"1607.1",11,2015,"didrik_holmsen","hedmark",5,-0.00245028195866942,"Birch",-0.000805594113726271
"1607.2",11,2015,"didrik_holmsen","hedmark",5,-0.00245028195866942,"Pine",0.000601801486612513
"1608",12,2015,"didrik_holmsen","hedmark",5,-0.00229515052579796,"Spruce",-0.00278466578914369
"1608.1",12,2015,"didrik_holmsen","hedmark",5,-0.00229515052579796,"Birch",-0.000815626969300376
"1608.2",12,2015,"didrik_holmsen","hedmark",5,-0.00229515052579796,"Pine",0.000616646353185563
"1609",1,2016,"eidskog","hedmark",5,-0.089225342514801,"Spruce",-0.00346217852473146
"1609.1",1,2016,"eidskog","hedmark",5,-0.089225342514801,"Birch",0.000168130640905761
"1609.2",1,2016,"eidskog","hedmark",5,-0.089225342514801,"Pine",0.00304153269044788
"1610",2,2016,"eidskog","hedmark",5,-0.0792926692665284,"Spruce",-0.00261848486842603
"1610.1",2,2016,"eidskog","hedmark",5,-0.0792926692665284,"Birch",0.000147488191199252
"1610.2",2,2016,"eidskog","hedmark",5,-0.0792926692665284,"Pine",0.00242827856966418
"1611",3,2016,"eidskog","hedmark",5,-0.05887839130107,"Spruce",-0.00290387888980315
"1611.1",3,2016,"eidskog","hedmark",5,-0.05887839130107,"Birch",0.00015420561273502
"1611.2",3,2016,"eidskog","hedmark",5,-0.05887839130107,"Pine",0.00263233337597771
"1612",4,2016,"eidskog","hedmark",5,-0.0524638033769333,"Spruce",-0.0023029949888636
"1612.1",4,2016,"eidskog","hedmark",5,-0.0524638033769333,"Birch",0.000140338862632733
"1612.2",4,2016,"eidskog","hedmark",5,-0.0524638033769333,"Pine",0.00220634402230874
"1613",5,2016,"eidskog","hedmark",5,-0.0523928376820891,"Spruce",-0.00229495085925749
"1613.1",5,2016,"eidskog","hedmark",5,-0.0523928376820891,"Birch",0.00014016012945911
"1613.2",5,2016,"eidskog","hedmark",5,-0.0523928376820891,"Pine",0.00220073277650995
"1614",6,2016,"eidskog","hedmark",5,-0.0523928377163479,"Spruce",-0.00229495085925746
"1614.1",6,2016,"eidskog","hedmark",5,-0.0523928377163479,"Birch",0.00014016012945911
"1614.2",6,2016,"eidskog","hedmark",5,-0.0523928377163479,"Pine",0.00220073277650995
"1615",7,2016,"eidskog","hedmark",5,-0.0523928377163507,"Spruce",-0.00229495085925746
"1615.1",7,2016,"eidskog","hedmark",5,-0.0523928377163507,"Birch",0.00014016012945911
"1615.2",7,2016,"eidskog","hedmark",5,-0.0523928377163507,"Pine",0.00220073277650995
"1616",8,2016,"eidskog","hedmark",5,-0.0523928377163162,"Spruce",-0.00229495085925749
"1616.1",8,2016,"eidskog","hedmark",5,-0.0523928377163162,"Birch",0.00014016012945911
"1616.2",8,2016,"eidskog","hedmark",5,-0.0523928377163162,"Pine",0.00220073277650995
"1617",9,2016,"eidskog","hedmark",5,-0.0523928377162791,"Spruce",-0.00229495085925749
"1617.1",9,2016,"eidskog","hedmark",5,-0.0523928377162791,"Birch",0.00014016012945911
"1617.2",9,2016,"eidskog","hedmark",5,-0.0523928377162791,"Pine",0.00220073277650995
"1618",10,2016,"eidskog","hedmark",5,-0.052389987557068,"Spruce",-0.00229495085925749
"1618.1",10,2016,"eidskog","hedmark",5,-0.052389987557068,"Birch",0.00014016012945911
"1618.2",10,2016,"eidskog","hedmark",5,-0.052389987557068,"Pine",0.00220073277650995
"1619",11,2016,"eidskog","hedmark",5,-0.0725397945482878,"Spruce",-0.00237813760119354
"1619.1",11,2016,"eidskog","hedmark",5,-0.0725397945482878,"Birch",0.000142016788607396
"1619.2",11,2016,"eidskog","hedmark",5,-0.0725397945482878,"Pine",0.00225887216602266
"1620",12,2016,"eidskog","hedmark",5,-0.0757725671107536,"Spruce",-0.00242391090198701
"1620.1",12,2016,"eidskog","hedmark",5,-0.0757725671107536,"Birch",0.000143046372019812
"1620.2",12,2016,"eidskog","hedmark",5,-0.0757725671107536,"Pine",0.0022909698504931
"1621",1,2016,"fet_3","hedmark",5,0.00390003752473256,"Spruce",0.00157154692186084
"1621.1",1,2016,"fet_3","hedmark",5,0.00390003752473256,"Birch",-0.00326988889064728
"1621.2",1,2016,"fet_3","hedmark",5,0.00390003752473256,"Pine",-0.000303305748817984
"1622",2,2016,"fet_3","hedmark",5,0.0044408327935625,"Spruce",0.00123279686188227
"1622.1",2,2016,"fet_3","hedmark",5,0.0044408327935625,"Birch",-0.00286589948836136
"1622.2",2,2016,"fet_3","hedmark",5,0.0044408327935625,"Pine",-0.000246552047437398
"1623",3,2016,"fet_3","hedmark",5,-0.00218740583666013,"Spruce",0.00142193382669017
"1623.1",3,2016,"fet_3","hedmark",5,-0.00218740583666013,"Birch",-0.00308484293620365
"1623.2",3,2016,"fet_3","hedmark",5,-0.00218740583666013,"Pine",-0.000277841866408279
"1624",4,2016,"fet_3","hedmark",5,0.00141401606442565,"Spruce",0.000911537565369325
"1624.1",4,2016,"fet_3","hedmark",5,0.00141401606442565,"Birch",-0.00252528342992892
"1624.2",4,2016,"fet_3","hedmark",5,0.00141401606442565,"Pine",-0.000195371152162338
"1625",5,2016,"fet_3","hedmark",5,0.00141407801749596,"Spruce",0.000911537565369325
"1625.1",5,2016,"fet_3","hedmark",5,0.00141407801749596,"Birch",-0.00252528342992892
"1625.2",5,2016,"fet_3","hedmark",5,0.00141407801749596,"Pine",-0.000195371152162338
"1626",6,2016,"fet_3","hedmark",5,0.00141407801702587,"Spruce",0.000911537565369297
"1626.1",6,2016,"fet_3","hedmark",5,0.00141407801702587,"Birch",-0.00252528342992892
"1626.2",6,2016,"fet_3","hedmark",5,0.00141407801702587,"Pine",-0.000195371152162338
"1627",7,2016,"fet_3","hedmark",5,0.00141407801702581,"Spruce",0.000911537565369325
"1627.1",7,2016,"fet_3","hedmark",5,0.00141407801702581,"Birch",-0.00252528342992892
"1627.2",7,2016,"fet_3","hedmark",5,0.00141407801702581,"Pine",-0.000195371152162338
"1628",8,2016,"fet_3","hedmark",5,0.00141407801702653,"Spruce",0.000911537565369325
"1628.1",8,2016,"fet_3","hedmark",5,0.00141407801702653,"Birch",-0.00252528342992889
"1628.2",8,2016,"fet_3","hedmark",5,0.00141407801702653,"Pine",-0.000195371152162338
"1629",9,2016,"fet_3","hedmark",5,0.00141407801702736,"Spruce",0.000911537565369297
"1629.1",9,2016,"fet_3","hedmark",5,0.00141407801702736,"Birch",-0.00252528342992892
"1629.2",9,2016,"fet_3","hedmark",5,0.00141407801702736,"Pine",-0.000195371152162338
"1630",10,2016,"fet_3","hedmark",5,0.00141405266124384,"Spruce",0.000911537565369297
"1630.1",10,2016,"fet_3","hedmark",5,0.00141405266124384,"Birch",-0.00252528342992889
"1630.2",10,2016,"fet_3","hedmark",5,0.00141405266124384,"Pine",-0.000195371152162338
"1631",11,2016,"fet_3","hedmark",5,0.00390914717564866,"Spruce",0.000940890252705745
"1631.1",11,2016,"fet_3","hedmark",5,0.00390914717564866,"Birch",-0.0025549842202377
"1631.2",11,2016,"fet_3","hedmark",5,0.00390914717564866,"Pine",-0.000199955234174098
"1632",12,2016,"fet_3","hedmark",5,0.0054024760966605,"Spruce",0.000916512848926965
"1632.1",12,2016,"fet_3","hedmark",5,0.0054024760966605,"Birch",-0.0025302992764035
"1632.2",12,2016,"fet_3","hedmark",5,0.0054024760966605,"Pine",-0.000196146934081376
"1633",1,2015,"halvard_pramhus","hedmark",5,0.0411426634684417,"Spruce",0.000313629969045826
"1633.1",1,2015,"halvard_pramhus","hedmark",5,0.0411426634684417,"Birch",-0.00157448776473545
"1633.2",1,2015,"halvard_pramhus","hedmark",5,0.0411426634684417,"Pine",0.0072784316886309
"1634",2,2015,"halvard_pramhus","hedmark",5,0.0552657636558586,"Spruce",0.000383174268581143
"1634.1",2,2015,"halvard_pramhus","hedmark",5,0.0552657636558586,"Birch",-0.00178040172587318
"1634.2",2,2015,"halvard_pramhus","hedmark",5,0.0552657636558586,"Pine",0.00870478323367613
"1635",3,2015,"halvard_pramhus","hedmark",5,0.0231971758841429,"Spruce",0.000221171166919276
"1635.1",3,2015,"halvard_pramhus","hedmark",5,0.0231971758841429,"Birch",-0.00133695731167374
"1635.2",3,2015,"halvard_pramhus","hedmark",5,0.0231971758841429,"Pine",0.00549408385452624
"1636",4,2015,"halvard_pramhus","hedmark",5,0.0230371407960718,"Spruce",0.000201860794132536
"1636.1",4,2015,"halvard_pramhus","hedmark",5,0.0230371407960718,"Birch",-0.00129137100151622
"1636.2",4,2015,"halvard_pramhus","hedmark",5,0.0230371407960718,"Pine",0.00513460529182333
"1637",5,2015,"halvard_pramhus","hedmark",5,0.0230389578156185,"Spruce",0.000201550508754478
"1637.1",5,2015,"halvard_pramhus","hedmark",5,0.0230389578156185,"Birch",-0.00129064832517878
"1637.2",5,2015,"halvard_pramhus","hedmark",5,0.0230389578156185,"Pine",0.00512886234441517
"1638",6,2015,"halvard_pramhus","hedmark",5,0.0230389641797753,"Spruce",0.000201550508754478
"1638.1",6,2015,"halvard_pramhus","hedmark",5,0.0230389641797753,"Birch",-0.00129064832517875
"1638.2",6,2015,"halvard_pramhus","hedmark",5,0.0230389641797753,"Pine",0.00512886234441517
"1639",7,2015,"halvard_pramhus","hedmark",5,0.0230389641801171,"Spruce",0.000201550508754478
"1639.1",7,2015,"halvard_pramhus","hedmark",5,0.0230389641801171,"Birch",-0.00129064832517875
"1639.2",7,2015,"halvard_pramhus","hedmark",5,0.0230389641801171,"Pine",0.00512886234441523
"1640",8,2015,"halvard_pramhus","hedmark",5,0.0230389641801173,"Spruce",0.000201550508754478
"1640.1",8,2015,"halvard_pramhus","hedmark",5,0.0230389641801173,"Birch",-0.00129064832517875
"1640.2",8,2015,"halvard_pramhus","hedmark",5,0.0230389641801173,"Pine",0.0051288623444152
"1641",9,2015,"halvard_pramhus","hedmark",5,0.0230389641721243,"Spruce",0.000201550508754478
"1641.1",9,2015,"halvard_pramhus","hedmark",5,0.0230389641721243,"Birch",-0.00129064832517875
"1641.2",9,2015,"halvard_pramhus","hedmark",5,0.0230389641721243,"Pine",0.00512886234441517
"1642",10,2015,"halvard_pramhus","hedmark",5,0.0230387282974535,"Spruce",0.000201550508754478
"1642.1",10,2015,"halvard_pramhus","hedmark",5,0.0230387282974535,"Birch",-0.00129064832517872
"1642.2",10,2015,"halvard_pramhus","hedmark",5,0.0230387282974535,"Pine",0.0051288623444152
"1643",11,2015,"halvard_pramhus","hedmark",5,0.0230366068090115,"Spruce",0.000202773223864611
"1643.1",11,2015,"halvard_pramhus","hedmark",5,0.0230366068090115,"Birch",-0.001293497874924
"1643.2",11,2015,"halvard_pramhus","hedmark",5,0.0230366068090115,"Pine",0.00515149908229826
"1644",12,2015,"halvard_pramhus","hedmark",5,0.0286632877685883,"Spruce",0.000207322056069909
"1644.1",12,2015,"halvard_pramhus","hedmark",5,0.0286632877685883,"Birch",-0.00130414067375201
"1644.2",12,2015,"halvard_pramhus","hedmark",5,0.0286632877685883,"Pine",0.00523585567394194
"1645",1,2015,"stangeskovene_aurskog","hedmark",5,0.0348514653828774,"Spruce",-0.00373309918809583
"1645.1",1,2015,"stangeskovene_aurskog","hedmark",5,0.0348514653828774,"Birch",-0.00184918722356847
"1645.2",1,2015,"stangeskovene_aurskog","hedmark",5,0.0348514653828774,"Pine",-0.000107386280687183
"1646",2,2015,"stangeskovene_aurskog","hedmark",5,0.0401809716182797,"Spruce",-0.00447207585860671
"1646.1",2,2015,"stangeskovene_aurskog","hedmark",5,0.0401809716182797,"Birch",-0.00212256481927586
"1646.2",2,2015,"stangeskovene_aurskog","hedmark",5,0.0401809716182797,"Pine",-0.000127930000339394
"1647",3,2015,"stangeskovene_aurskog","hedmark",5,0.0165541494337039,"Spruce",-0.00254037489534115
"1647.1",3,2015,"stangeskovene_aurskog","hedmark",5,0.0165541494337039,"Birch",-0.00149110708406427
"1647.2",3,2015,"stangeskovene_aurskog","hedmark",5,0.0165541494337039,"Pine",-7.70708957894828e-05
"1648",4,2015,"stangeskovene_aurskog","hedmark",5,0.0148873230822135,"Spruce",-0.00197511930317693
"1648.1",4,2015,"stangeskovene_aurskog","hedmark",5,0.0148873230822135,"Birch",-0.0013449856548422
"1648.2",4,2015,"stangeskovene_aurskog","hedmark",5,0.0148873230822135,"Pine",-6.35901925678528e-05
"1649",5,2015,"stangeskovene_aurskog","hedmark",5,0.0148772276869861,"Spruce",-0.00197107381189371
"1649.1",5,2015,"stangeskovene_aurskog","hedmark",5,0.0148772276869861,"Birch",-0.00134398230859578
"1649.2",5,2015,"stangeskovene_aurskog","hedmark",5,0.0148772276869861,"Pine",-6.34954031017432e-05
"1650",6,2015,"stangeskovene_aurskog","hedmark",5,0.0148772337890242,"Spruce",-0.00197107381189374
"1650.1",6,2015,"stangeskovene_aurskog","hedmark",5,0.0148772337890242,"Birch",-0.00134398230859578
"1650.2",6,2015,"stangeskovene_aurskog","hedmark",5,0.0148772337890242,"Pine",-6.34954031017709e-05
"1651",7,2015,"stangeskovene_aurskog","hedmark",5,0.0148772337893861,"Spruce",-0.00197107381189371
"1651.1",7,2015,"stangeskovene_aurskog","hedmark",5,0.0148772337893861,"Birch",-0.00134398230859573
"1651.2",7,2015,"stangeskovene_aurskog","hedmark",5,0.0148772337893861,"Pine",-6.34954031017432e-05
"1652",8,2015,"stangeskovene_aurskog","hedmark",5,0.0148772337893866,"Spruce",-0.00197107381189371
"1652.1",8,2015,"stangeskovene_aurskog","hedmark",5,0.0148772337893866,"Birch",-0.00134398230859575
"1652.2",8,2015,"stangeskovene_aurskog","hedmark",5,0.0148772337893866,"Pine",-6.34954031017432e-05
"1653",9,2015,"stangeskovene_aurskog","hedmark",5,0.0148772337825548,"Spruce",-0.00197107381189374
"1653.1",9,2015,"stangeskovene_aurskog","hedmark",5,0.0148772337825548,"Birch",-0.00134398230859573
"1653.2",9,2015,"stangeskovene_aurskog","hedmark",5,0.0148772337825548,"Pine",-6.34954031017709e-05
"1654",10,2015,"stangeskovene_aurskog","hedmark",5,0.0148771346451225,"Spruce",-0.00197107381189374
"1654.1",10,2015,"stangeskovene_aurskog","hedmark",5,0.0148771346451225,"Birch",-0.00134398230859573
"1654.2",10,2015,"stangeskovene_aurskog","hedmark",5,0.0148771346451225,"Pine",-6.34954031017709e-05
"1655",11,2015,"stangeskovene_aurskog","hedmark",5,0.014951058615654,"Spruce",-0.00200099333239065
"1655.1",11,2015,"stangeskovene_aurskog","hedmark",5,0.014951058615654,"Birch",-0.00135141615896617
"1655.2",11,2015,"stangeskovene_aurskog","hedmark",5,0.014951058615654,"Pine",-6.4196983564746e-05
"1656",12,2015,"stangeskovene_aurskog","hedmark",5,0.0163747586326786,"Spruce",-0.00207210848847594
"1656.1",12,2015,"stangeskovene_aurskog","hedmark",5,0.0163747586326786,"Birch",-0.00136921073479976
"1656.2",12,2015,"stangeskovene_aurskog","hedmark",5,0.0163747586326786,"Pine",-6.58696093316369e-05
"1657",1,2015,"stangeskovene_eidskog","hedmark",5,-0.00333117988967666,"Spruce",0.00636619754553425
"1657.1",1,2015,"stangeskovene_eidskog","hedmark",5,-0.00333117988967666,"Birch",-0.00343843837377206
"1657.2",1,2015,"stangeskovene_eidskog","hedmark",5,-0.00333117988967666,"Pine",0.000148331194830542
"1658",2,2015,"stangeskovene_eidskog","hedmark",5,-0.00474327610124387,"Spruce",0.00741718472959801
"1658.1",2,2015,"stangeskovene_eidskog","hedmark",5,-0.00474327610124387,"Birch",-0.00376530007264453
"1658.2",2,2015,"stangeskovene_eidskog","hedmark",5,-0.00474327610124387,"Pine",0.000169759457187835
"1659",3,2015,"stangeskovene_eidskog","hedmark",5,-0.00381949370099902,"Spruce",0.00452905217804656
"1659.1",3,2015,"stangeskovene_eidskog","hedmark",5,-0.00381949370099902,"Birch",-0.00293226406822245
"1659.2",3,2015,"stangeskovene_eidskog","hedmark",5,-0.00381949370099902,"Pine",0.000112773031518298
"1660",4,2015,"stangeskovene_eidskog","hedmark",5,-0.00276343017425841,"Spruce",0.00413063876217235
"1660.1",4,2015,"stangeskovene_eidskog","hedmark",5,-0.00276343017425841,"Birch",-0.00283121846280016
"1660.2",4,2015,"stangeskovene_eidskog","hedmark",5,-0.00276343017425841,"Pine",0.000105329160426437
"1661",5,2015,"stangeskovene_eidskog","hedmark",5,-0.00271241666898313,"Spruce",0.00411271040401548
"1661.1",5,2015,"stangeskovene_eidskog","hedmark",5,-0.00271241666898313,"Birch",-0.00282673490134036
"1661.2",5,2015,"stangeskovene_eidskog","hedmark",5,-0.00271241666898313,"Pine",0.000104996198953544
"1662",6,2015,"stangeskovene_eidskog","hedmark",5,-0.00271241804605811,"Spruce",0.00411271040401551
"1662.1",6,2015,"stangeskovene_eidskog","hedmark",5,-0.00271241804605811,"Birch",-0.00282673490134033
"1662.2",6,2015,"stangeskovene_eidskog","hedmark",5,-0.00271241804605811,"Pine",0.000104996198953544
"1663",7,2015,"stangeskovene_eidskog","hedmark",5,-0.00271241804616146,"Spruce",0.00411271040401551
"1663.1",7,2015,"stangeskovene_eidskog","hedmark",5,-0.00271241804616146,"Birch",-0.00282673490134036
"1663.2",7,2015,"stangeskovene_eidskog","hedmark",5,-0.00271241804616146,"Pine",0.000104996198953544
"1664",8,2015,"stangeskovene_eidskog","hedmark",5,-0.0027124180461616,"Spruce",0.00411271040401548
"1664.1",8,2015,"stangeskovene_eidskog","hedmark",5,-0.0027124180461616,"Birch",-0.00282673490134036
"1664.2",8,2015,"stangeskovene_eidskog","hedmark",5,-0.0027124180461616,"Pine",0.000104996198953544
"1665",9,2015,"stangeskovene_eidskog","hedmark",5,-0.00271241804398038,"Spruce",0.00411271040401551
"1665.1",9,2015,"stangeskovene_eidskog","hedmark",5,-0.00271241804398038,"Birch",-0.00282673490134033
"1665.2",9,2015,"stangeskovene_eidskog","hedmark",5,-0.00271241804398038,"Pine",0.000104996198953544
"1666",10,2015,"stangeskovene_eidskog","hedmark",5,-0.00271238918462438,"Spruce",0.00411271040401548
"1666.1",10,2015,"stangeskovene_eidskog","hedmark",5,-0.00271238918462438,"Birch",-0.00282673490134033
"1666.2",10,2015,"stangeskovene_eidskog","hedmark",5,-0.00271238918462438,"Pine",0.000104996198953544
"1667",11,2015,"stangeskovene_eidskog","hedmark",5,-0.00280668398371818,"Spruce",0.00414572880062988
"1667.1",11,2015,"stangeskovene_eidskog","hedmark",5,-0.00280668398371818,"Birch",-0.00283499635226112
"1667.2",11,2015,"stangeskovene_eidskog","hedmark",5,-0.00280668398371818,"Pine",0.000105609541011742
"1668",12,2015,"stangeskovene_eidskog","hedmark",5,-0.00289442417102678,"Spruce",0.00426908070159029
"1668.1",12,2015,"stangeskovene_eidskog","hedmark",5,-0.00289442417102678,"Birch",-0.0028660215082203
"1668.2",12,2015,"stangeskovene_eidskog","hedmark",5,-0.00289442417102678,"Pine",0.000107906029312793
"1669",1,2015,"stig_dahlen","hedmark",5,-0.0106967018039806,"Spruce",-0.00039456855967801
"1669.1",1,2015,"stig_dahlen","hedmark",5,-0.0106967018039806,"Birch",-0.0151288204897546
"1669.2",1,2015,"stig_dahlen","hedmark",5,-0.0106967018039806,"Pine",-0.00200111581668999
"1670",2,2015,"stig_dahlen","hedmark",5,-0.0115777882902162,"Spruce",-0.00044926264996703
"1670.1",2,2015,"stig_dahlen","hedmark",5,-0.0115777882902162,"Birch",-0.0162116158242426
"1670.2",2,2015,"stig_dahlen","hedmark",5,-0.0115777882902162,"Pine",-0.0022338046340713
"1671",3,2015,"stig_dahlen","hedmark",5,-0.010368516763667,"Spruce",-0.000288922560335553
"1671.1",3,2015,"stig_dahlen","hedmark",5,-0.010368516763667,"Birch",-0.0132201278497981
"1671.2",3,2015,"stig_dahlen","hedmark",5,-0.010368516763667,"Pine",-0.00156897300549094
"1672",4,2015,"stig_dahlen","hedmark",5,-0.0100136494263046,"Spruce",-0.000280567167203982
"1672.1",4,2015,"stig_dahlen","hedmark",5,-0.0100136494263046,"Birch",-0.0130779249018914
"1672.2",4,2015,"stig_dahlen","hedmark",5,-0.0100136494263046,"Pine",-0.00153565490122848
"1673",5,2015,"stig_dahlen","hedmark",5,-0.0100136514395452,"Spruce",-0.000280567167203982
"1673.1",5,2015,"stig_dahlen","hedmark",5,-0.0100136514395452,"Birch",-0.0130779249018914
"1673.2",5,2015,"stig_dahlen","hedmark",5,-0.0100136514395452,"Pine",-0.00153565490122848
"1674",6,2015,"stig_dahlen","hedmark",5,-0.010013651678145,"Spruce",-0.000280567167203982
"1674.1",6,2015,"stig_dahlen","hedmark",5,-0.010013651678145,"Birch",-0.0130779249018914
"1674.2",6,2015,"stig_dahlen","hedmark",5,-0.010013651678145,"Pine",-0.00153565490122851
"1675",7,2015,"stig_dahlen","hedmark",5,-0.0100136516781699,"Spruce",-0.000280567167203982
"1675.1",7,2015,"stig_dahlen","hedmark",5,-0.0100136516781699,"Birch",-0.0130779249018914
"1675.2",7,2015,"stig_dahlen","hedmark",5,-0.0100136516781699,"Pine",-0.00153565490122848
"1676",8,2015,"stig_dahlen","hedmark",5,-0.0100136516781699,"Spruce",-0.000280567167203982
"1676.1",8,2015,"stig_dahlen","hedmark",5,-0.0100136516781699,"Birch",-0.0130779249018914
"1676.2",8,2015,"stig_dahlen","hedmark",5,-0.0100136516781699,"Pine",-0.00153565490122851
"1677",9,2015,"stig_dahlen","hedmark",5,-0.0100136516776827,"Spruce",-0.000280567167203982
"1677.1",9,2015,"stig_dahlen","hedmark",5,-0.0100136516776827,"Birch",-0.0130779249018914
"1677.2",9,2015,"stig_dahlen","hedmark",5,-0.0100136516776827,"Pine",-0.00153565490122848
"1678",10,2015,"stig_dahlen","hedmark",5,-0.0100136494801322,"Spruce",-0.000280567167203982
"1678.1",10,2015,"stig_dahlen","hedmark",5,-0.0100136494801322,"Birch",-0.0130779249018914
"1678.2",10,2015,"stig_dahlen","hedmark",5,-0.0100136494801322,"Pine",-0.00153565490122848
"1679",11,2015,"stig_dahlen","hedmark",5,-0.0101057944361908,"Spruce",-0.000282676121954956
"1679.1",11,2015,"stig_dahlen","hedmark",5,-0.0101057944361908,"Birch",-0.0131137083570016
"1679.2",11,2015,"stig_dahlen","hedmark",5,-0.0101057944361908,"Pine",-0.00154405360661916
"1680",12,2015,"stig_dahlen","hedmark",5,-0.010240858959175,"Spruce",-0.000293174103589977
"1680.1",12,2015,"stig_dahlen","hedmark",5,-0.010240858959175,"Birch",-0.0132929355380002
"1680.2",12,2015,"stig_dahlen","hedmark",5,-0.010240858959175,"Pine",-0.00158597158425794
"1681",1,2015,"truls_holm","hedmark",5,0.0665391885917917,"Spruce",-0.00471392734192866
"1681.1",1,2015,"truls_holm","hedmark",5,0.0665391885917917,"Birch",-0.00399774455595897
"1681.2",1,2015,"truls_holm","hedmark",5,0.0665391885917917,"Pine",0.00202283644973617
"1682",2,2015,"truls_holm","hedmark",5,0.0793400287058664,"Spruce",-0.00602400023404792
"1682.1",2,2015,"truls_holm","hedmark",5,0.0793400287058664,"Birch",-0.00492555263061467
"1682.2",2,2015,"truls_holm","hedmark",5,0.0793400287058664,"Pine",0.00259077030590932
"1683",3,2015,"truls_holm","hedmark",5,0.0316099348624031,"Spruce",-0.00388092194401432
"1683.1",3,2015,"truls_holm","hedmark",5,0.0316099348624031,"Birch",-0.00352883931454342
"1683.2",3,2015,"truls_holm","hedmark",5,0.0316099348624031,"Pine",0.00169527384197929
"1684",4,2015,"truls_holm","hedmark",5,0.0247050864841275,"Spruce",-0.00239155047613415
"1684.1",4,2015,"truls_holm","hedmark",5,0.0247050864841275,"Birch",-0.00282396946551272
"1684.2",4,2015,"truls_holm","hedmark",5,0.0247050864841275,"Pine",0.00115166728899235
"1685",5,2015,"truls_holm","hedmark",5,0.0247101476392202,"Spruce",-0.00238705931173172
"1685.1",5,2015,"truls_holm","hedmark",5,0.0247101476392202,"Birch",-0.0028220382203939
